Primary-general indicator,Candidate ID,Chamber Endorsed?,Main Street Endorsed?,Tea Party Endorsed?,House Freedom Support?,Koch Support?,Club for Growth Endorsed?,Susan B. Anthony Endorsed?,Right to Life Endorsed?,NRA Endorsed?,Great America Endorsed?,Bannon Endorsed?,Trump Endorsed?,Rep Party Support?,No Labels Support?,VoteVets Endorsed?,WFP Endorsed?,Indivisible Endorsed?,PCCC Endorsed?,Justice Dems Endorsed?,Our Revolution Endorsed?,Sanders Endorsed?,Warren Endorsed? ,Biden Endorsed?,Guns Sense Candidate?,Emily Endorsed?,Party Support?,Obama Alum?,STEM?,Self-Funder?,Elected Official?,LGBTQ?,Veteran?,Race,Won Primary,Primary %,Partisan Lean,General Status,Primary Runoff Status,Primary Status,Race Primary Election Date,Race Type,Office Type,District,State,Avg Donation Size
P2018,H8TX16083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,White,0,21.969999,35.419998,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 16,TX,1750.0
P2018,H8IA01094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,White,1,66.800003,-1.73,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House Iowa District 1,IA,2024.7739130434782
P2018,H8IL04159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nonwhite,0,21.9,65.089996,None,None,Lost,3/20/18,Regular,Representative,U.S. House Illinois District 4,IL,2050.0
P2018,H8NY19173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,White,0,13.18,-6.079999900000002,None,None,Lost,6/26/18,Regular,Representative,U.S. House New York District 19,NY,4222.0
P2018,H6CA31134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 31,CA,1632.5
P2018,H8CA45189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,White,0,13.06,-1.4299999,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 45,CA,22687.85714285714
P2018,H8MI06163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,0,28.1,-9.1800003,None,None,Lost,8/7/18,Regular,Representative,U.S. House Michigan District 6,MI,2659.5
P2018,H8VA10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,White,0,22.959999,4.6900001,None,None,Lost,6/12/18,Regular,Representative,U.S. House Virginia District 10,VA,14451.75
P2018,H8ID01124,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.12,0.0,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Idaho District 1,ID,6657.271739130435
P2018,H8IL04134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Nonwhite,1,66.199997,65.089996,On the Ballot,None,Advanced,3/20/18,Regular,Representative,U.S. House Illinois District 4,IL,3000.0232558139537
P2018,H8CA49090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 49,CA,5132.566666666667
P2018,H8OH10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.019997,-8.4799995,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House Ohio District 10,OH,3250.0
P2018,H8WA03172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,White,0,0.0,-8.510000199999999,None,None,Lost,8/7/18,Regular,Representative,U.S. House Washington District 3,WA,19.5
P2018,H8WV03113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.19,0.0,None,None,Lost,5/8/18,Regular,Representative,U.S. House West Virginia District 3,WV,500.0
P2018,H8NY01155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,35.450001,-11.63,On the Ballot,None,Advanced,6/26/18,Regular,Representative,U.S. House New York District 1,NY,1600.0
P2018,H8NJ11233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House New Jersey District 11,NJ,2833.3333333333335
P2018,H8NY23167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44,-13.93,None,None,Lost,6/26/18,Regular,Representative,U.S. House New York District 23,NY,64.66666666666667
P2018,H8ME02185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,46.419998,-8.130000099999998,On the Ballot,None,Advanced,6/12/18,Regular,Representative,U.S. House Maine District 2,ME,2979.1666666666665
P2018,H8FL17046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,0.0,None,None,Lost,8/28/18,Regular,Representative,U.S. House Florida District 17,FL,13117.228070175439
P2018,H8TX05144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.97,0.0,On the Ballot,Advanced,Advanced,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,7085.520833333333
P2018,H8CA07056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.15,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 7,CA,1988.3333333333333
P2018,H8MA03114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,9/4/18,Regular,Representative,U.S. House Massachusetts District 3,MA,2666.6666666666665
P2018,H6NY02124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Nonwhite,0,41.639999,-8.2600002,None,None,Lost,6/26/18,Regular,Representative,U.S. House New York District 2,NY,1059.0
P2018,H8MI11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,0,21.799999,-7.179999799999999,None,None,Lost,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,3934.1451612903224
P2018,H8MI11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nonwhite,0,21.299999,-7.179999799999999,None,None,Lost,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,2566.6666666666665
P2018,H8NM01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Nonwhite,1,40.59,13.77,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House New Mexico District 1,NM,9641.153846153846
P2018,H8WA08239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,White,0,0.0,0.12,None,None,Lost,8/7/18,Regular,Representative,U.S. House Washington District 8,WA,1800.0
P2018,H8OH16108,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.78,0.0,None,None,Lost,5/8/18,Regular,Representative,U.S. House Ohio District 16,OH,6385.048780487805
P2018,H8AL03054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,65.739998,-33.66,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House Alabama District 3,AL,2600.0
P2018,H8IN02169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,White,1,41.700001,-23.43,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House Indiana District 2,IN,3000.0
P2018,H8CA45155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Nonwhite,0,4.1500001000000015,-1.4299999,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 45,CA,1833.3333333333333
P2018,H8NV03119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,0.0,None,None,Lost,6/12/18,Regular,Representative,U.S. House Nevada District 3,NV,4593.380952380952
P2018,H8CA10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,White,1,35.57,0.62,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 10,CA,3157.714285714286
P2018,H8NV04059,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.41,0.0,On the Ballot,None,Advanced,6/12/18,Regular,Representative,U.S. House Nevada District 4,NV,2361.1111111111113
P2018,H8CA49082,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.93,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 49,CA,10502.877192982456
P2018,H8NJ11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Nonwhite,0,14.5,-4.6599998,None,None,Lost,6/5/18,Regular,Representative,U.S. House New Jersey District 11,NJ,1812.5
P2018,H8IA01128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White,0,19.120001,-1.73,None,None,Lost,6/5/18,Regular,Representative,U.S. House Iowa District 1,IA,443.0
P2018,H8MT00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.709999,-21.41,None,None,Lost,6/5/18,Regular,Representative,U.S. House Montana At-large District,MT,5000.0
P2018,H8CA16065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 16,CA,2656.25
P2018,H8CA51062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.39,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 51,CA,625.0
P2018,H6MD06212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.76,0.0,On the Ballot,None,Advanced,6/26/18,Regular,Representative,U.S. House Maryland District 6,MD,8571.42857142857
P2018,H8TX27056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Nonwhite,1,23.299999,-25.809999,On the Ballot,Advanced,Advanced,3/6/18,Regular,Representative,U.S. House Texas District 27,TX,500.0
P2018,H8OK05109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.84,-17.18,0,On the Ballot,Advanced,6/26/18,Regular,Representative,U.S. House Oklahoma District 5,OK,1250.0
P2018,H8PA06087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,White,1,100.0,5.2399998,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 6,PA,1995.1354166666667
P2018,S8MN00586,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.0,0.0,On the Ballot,None,Advanced,8/14/18,Special,Senator,U.S. Senate Minnesota,MN,3554.409836065574
P2018,H8TN02176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,White,1,72.410004,-38.18,On the Ballot,None,Advanced,8/2/18,Regular,Representative,U.S. House Tennessee District 2,TN,67.0
P2018,H8CA39224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 39,CA,20379.01923076923
P2018,H8TX23147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nonwhite,0,14.98,-0.63,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 23,TX,3777.9473684210525
P2018,S8WA00319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.31,0.0,On the Ballot,None,Advanced,8/7/18,Regular,Senator,U.S. Senate Washington,WA,3100.0
P2018,H8TX21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0.0,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,11150.0
P2018,H6NJ07151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,19.1,-3.26,None,None,Lost,6/5/18,Regular,Representative,U.S. House New Jersey District 7,NJ,91.0
P2018,H8CA49074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,White,0,31.09,1.42,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 49,CA,44662.74074074074
P2018,H8IA04114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,0,31.92,-25.110001,None,None,Lost,6/5/18,Regular,Representative,U.S. House Iowa District 4,IA,1000.0
P2018,S8MI00372,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.7,0.0,On the Ballot,None,Advanced,8/7/18,Regular,Senator,U.S. Senate Michigan,MI,2495.935483870968
P2018,H8CA22139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,1,78.83000200000002,-13.41,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 22,CA,1755.8333333333333
P2018,H8SD01055,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.81,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House South Dakota At-large District,SD,3879.25
P2018,H8GA12078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,1,52.860001,-17.629998999999994,On the Ballot,None,Advanced,5/22/18,Regular,Representative,U.S. House Georgia District 12,GA,5000.0
P2018,H8MI13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nonwhite,1,37.700001,60.720001,On the Ballot,None,Advanced,8/7/18,Special,Representative,U.S. House Michigan District 13,MI,3078.3809523809523
P2018,H8KS02181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0.0,None,None,Lost,8/7/18,Regular,Representative,U.S. House Kansas District 2,KS,1000.0
P2018,H8PA13125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.02,0.0,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 13,PA,6897.98717948718
P2018,H8OH12263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88,0.0,None,None,Lost,5/8/18,Regular,Representative,U.S. House Ohio District 12,OH,16127.90909090909
P2018,H8TN07068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,62.110001,-40.209999,On the Ballot,None,Advanced,8/2/18,Regular,Representative,U.S. House Tennessee District 7,TN,79.83333333333333
P2018,H8GA06369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,26.25,-9.4799995,None,None,Lost,5/22/18,Regular,Representative,U.S. House Georgia District 6,GA,5991.625
P2018,H8CA48076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,White,0,37.439999,-4.1799998,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 48,CA,33688.59259259259
P2018,H8IL12129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,White,1,81.0,-13.26,On the Ballot,None,Advanced,3/20/18,Regular,Representative,U.S. House Illinois District 12,IL,2293.8522727272725
P2018,S8UT00242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.73,0.0,None,None,Lost,6/26/18,Regular,Senator,U.S. Senate Utah,UT,13039.333333333334
P2018,H8CA49066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,White,0,8.75,1.42,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 49,CA,1077.1333333333334
P2018,H8MI11270,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,None,None,Lost,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,1087.8333333333333
P2018,H8MT00119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.15,-21.41,None,None,Lost,6/5/18,Regular,Representative,U.S. House Montana At-large District,MT,9195.0
P2018,H8PA05295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,833.3333333333334
P2018,H8CA39240,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.79,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 39,CA,11148.67924528302
P2018,H8PA16078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,White,1,100.0,-27.51,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 11,PA,838.5454545454545
P2018,H8PA05279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nonwhite,0,3.99,25.540001,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,2362.0
P2018,H8TX21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,White,1,29.030001,-15.51,On the Ballot,Advanced,Advanced,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,1711.9473684210527
P2018,H8SD01063,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House South Dakota At-large District,SD,18598.666666666668
P2018,H8CA04244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,5.25,-18.16,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 4,CA,700.0
P2018,H6NV04020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,66.910004,-3.0799999,On the Ballot,None,Advanced,6/12/18,Regular,Representative,U.S. House Nevada District 3,NV,1795.6338028169014
P2018,H8AZ08158,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.77,0.0,On the Ballot,None,Advanced,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,2011.4088050314465
P2018,H8MI09118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,52.5,7.139999900000001,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Michigan District 9,MI,3887.9775280898875
P2018,H8CA49058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,White,1,34.400002,1.42,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 49,CA,5861.518987341772
P2018,H6PA07113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,6.98,25.540001,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,1975.0
P2018,H8CA39307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 39,CA,19465.5
P2018,H6FL09195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,8/28/18,Regular,Representative,U.S. House Florida District 9,FL,5000.0
P2018,S8MA00326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0.0,None,None,Lost,9/4/18,Regular,Senator,U.S. Senate Massachusetts,MA,1992.5
P2018,H8MI09134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,White,0,42.400002,7.139999900000001,None,None,Lost,8/7/18,Regular,Representative,U.S. House Michigan District 9,MI,5000.0
P2018,H8CA09144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 9,CA,1000.0
P2018,H8KS04088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,0,34.700001,-29.309999,None,None,Lost,8/7/18,Regular,Representative,U.S. House Kansas District 4,KS,625.0
P2018,H8MI06155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,White,1,37.299999,-9.1800003,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Michigan District 6,MI,2447.3333333333335
P2018,H8AZ08133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88,0.0,None,None,Lost,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,8291.5
P2018,H8PA07184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,White,0,15.31,25.540001,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,13617.933333333332
P2018,H8VA02111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,White,1,62.330002,-5.6599998,On the Ballot,None,Advanced,6/12/18,Regular,Representative,U.S. House Virginia District 2,VA,2194.4375
P2018,H8CA10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Nonwhite,0,19.17,0.62,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 10,CA,15240.380952380952
P2018,H8NJ07223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,66.800003,-3.26,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House New Jersey District 7,NJ,2012.7
P2018,H8NC13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,White,1,70.139999,-11.28,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House North Carolina District 13,NC,2325.4222222222224
P2018,H8MD06150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,White,0,10.3,11.89,None,None,Lost,6/26/18,Regular,Representative,U.S. House Maryland District 6,MD,3100.0
P2018,H8NY21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,-11.43,None,None,Lost,6/26/18,Regular,Representative,U.S. House New York District 21,NY,250.0
P2018,H8TN06086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0.0,None,None,Lost,8/2/18,Regular,Representative,U.S. House Tennessee District 6,TN,1527.525
P2018,H8IL06121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,White,0,26.799999,0.67000002,None,None,Lost,3/20/18,Regular,Representative,U.S. House Illinois District 6,IL,14041.92
P2018,H8UT04053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,White,1,100.0,-16.809998999999998,On the Ballot,None,Advanced,6/26/18,Regular,Representative,U.S. House Utah District 4,UT,2273.5466666666666
